@relation sentimentos

@attribute text string
@attribute sentimento {Negativo,Neutro,Positivo}

@data
'Estúdio VEJA - Prêmio Educador Nota 10 https://t.co/mc4VlHHje6',Neutro
'Resultados parciais de urnas em vários países já são conhecidos https://t.co/k0abZu081M',Neutro
'Ibope: Boca de urna dá segundo turno entre Wilson Witzel (PSC) e Eduardo Paes (DEM) no Rio https://t.co/0A2yIckrXm #eleicoes2018 https://t.co/uTUydcRyY5',Neutro
'BOCA DE URNA: Boca de urna mostra mostra Flavio Bolsonaro eleito, no Senado do Rio #folha #Eleições2018 https://t.co/4xnQ2YK7Up',Neutro
'BOCA DE URNA: Boca de urna em PE aponta que Paulo Câmara pode vencer no primeiro turno https://t.co/Xm1NgA9Hdp #Eleições2018 https://t.co/wmWvFjHTJA',Neutro
'Boca de urna do Ibope mostra Dilma fora do Senado https://t.co/Qbkp3UVpw9',Neutro
'Votação de brasileiros no exterior deve ser recorde, diz Itamaraty https://t.co/o2Hzp5F390',Neutro
'Clima na zona eleitoral mais dividida do Rio é de tranquilidade https://t.co/3fReUsNeV1',Neutro
'Jovens tailandeses que ficaram presos em caverna jogam no Monumental de Buenos Aires https://t.co/QLLiV7EFwJ #G1 https://t.co/x9KiU86IG2',Neutro
'BOCA DE URNA: Boca de urna para Senado em MG surpreende com Dilma em quarto lugar #folha #Eleições2018 https://t.co/JfqNQyL9kM https://t.co/it7AxWNx7i',Neutro
'BOCA DE URNA: Para o Senado pelo RJ, Flávio Bolsonaro aparece com 28%, Cesar Maia tem 18% e Arolde de Oliveira tem 14% (Fonte: Ibope) #eleicoes2018 https://t.co/QrR36XdfN6',Neutro
'Presidente eleito do México considera legalizar algumas drogas https://t.co/R2zyIpf56y #G1 https://t.co/88gJoTpR9v',Neutro
'URGENTE: Veja os resultados da boca de urna do Ibope para senador no RJ https://t.co/EVw3N4I6zr #G1 https://t.co/NvkR443IrA',Neutro
'URGENTE: Veja os resultados da boca de urna do Ibope para senador no PR https://t.co/uRlgjZePSy #G1 https://t.co/9y5I7vtzPY',Neutro
'&gt;@EstadaoPolitica “Notícias falsas buscam disseminar desinformação”, diz Rosa Weber https://t.co/wqqNK7VzpF',Neutro
'Tailandeses que ficaram presos em caverna jogam em Buenos Aires https://t.co/xIFoL08sFf',Neutro
'URGENTE: Veja os resultados da boca de urna para senador no RS https://t.co/scMsSzWriw #G1 https://t.co/NozYa0hWHV',Neutro
'URGENTE: Veja os resultados da boca de urna para governador do PR https://t.co/TX1lr44HxQ #G1 https://t.co/JXJWGOume1',Neutro
'URGENTE: Veja os resultados da boca de urna para governador do RS https://t.co/ra2TZ1pz9B #G1 https://t.co/E5q7H2IjME',Neutro
'Indústria da maconha nos EUA enfrenta gargalos https://t.co/wwRfxNhs4W',Neutro
'URGENTE: Veja os resultados da boca de urna para governador de Pernambuco https://t.co/ELeefRy70q #G1 https://t.co/QdTvAeT3E7',Neutro
'BOCA DE URNA: Boca de urna no Distrito Federal mostra Ibaneis líder com 41% e disputa embolada no segundo turno, entre Rodrigo Rollemberg (12%), Rosso (11%) e Eliana Pedrosa 9% https://t.co/z3a2l7b1k2 #Eleições2018 https://t.co/11uuGYl8ye',Neutro
'MG: Zema dispara na liderança pelo governo, diz boca de urna https://t.co/MT3QjWLPdg',Neutro
'BOCA DE URNA: Boca de urna em MG mostra Zema (Novo) com 41%, seguido de Anastasia com 29% e Pimentel 22% #folha #Eleições2018 https://t.co/2VGFu90sK2 https://t.co/8CHAXWPHvS',Neutro
'URGENTE: Veja os resultados da boca de urna para senador do DF https://t.co/DUPJxHIt2J #G1 https://t.co/a2YT9AeYVf',Neutro
'Boca de urna traz Doria com 31% e Skaf e França empatados com 21% https://t.co/ywDmD4891L',Neutro
'Acompanhe a apuração nos estados: https://t.co/8oTdD637Vq #Eleições2018 #G1 https://t.co/g91N9txRUg',Neutro
'URGENTE: Veja os resultados da boca de urna para governador do DF: https://t.co/DUPJxHIt2J #G1 https://t.co/vUxAHYb7Uo',Neutro
'BOCA DE URNA: Em Minas, Zema tem 41%, Anastasia 29% e Pimentel 22% (Fonte: Ibope) #eleicoes2018 https://t.co/WFAlL5y7yT',Neutro
'BOCA DE URNA: Boca do urna no Rio indica segundo turno entre Witzel e Paes #folha #Eleições2018 https://t.co/A9EWPhRsJW https://t.co/4hmlBxucfF',Neutro
'URGENTE: Veja os resultados da boca de urna para senador de MG: https://t.co/kTqO8d0DWl #G1 https://t.co/8ZrmovEQs5',Neutro
'BOCA DE URNA: No Rio, Witzel aparece com 39%, Paes tem 21% e Tarcísio tem 15% (Fonte: Ibope) #eleicoes2018 https://t.co/5j0ZFzPoSV',Neutro
'URGENTE: Veja os resultados da boca de urna para governador de MG: https://t.co/e312chSBJu #G1 https://t.co/TtD3VUF4H2',Neutro
'URGENTE: Veja os resultados da boca de urna para governador do RJ: https://t.co/42PzlNgYUa #G1 https://t.co/cj2YcB3ipC',Neutro
'BOCA DE URNA: Pesquisa de boca de urna do Ibope mostra que João Doria tem 31% dos votos válidos, Márcio França tem 21% e Paulo Skaf empato com ele, também 21% https://t.co/6Puc0uXdqn #Eleições2018 https://t.co/LMoxhAFoy2',Neutro
'São Paulo: Boca de urna aponta Skaf e França empatados; Doria lidera https://t.co/kKAqHa82Wv',Neutro
' Estadão às 5h  traz análises sobre o primeiro turno https://t.co/juoTrkzGs3',Neutro
'Boca de urna: juiz Wilson Witzel lidera disputa no Rio https://t.co/27MNGf4J7G',Neutro
'Confira os resultados das eleições 2018 https://t.co/8BxTjhnd2D',Neutro
'URGENTE: Veja os resultados da boca de urna para senador em SP:https://t.co/HjqE820Uk2 #G1 https://t.co/lr7kMiFWX9',Neutro
'BOCA DE URNA: Em SP, Ibope indica João Doria com 31% e Marcio França e Paulo Skaff com 21%. #eleicoes2018 https://t.co/IgkSSRl4Op',Neutro
'&gt;@EstadaoPolitica Boca de urna em São Paulo indica Doria em primeiro; Skaf e Márcio França empatados no 2º lugar https://t.co/OFxzyi8ITV',Neutro
'URGENTE: Veja os resultados da boca de urna para governador de SP: https://t.co/Ew4NAANs66 #G1 https://t.co/eLOE1q7Qec',Neutro
'Homem destrói urna eletrônica com marreta em Santa Catarina https://t.co/1a6LaeKSDP',Neutro
'URGENTE: Veja os resultados da boca de urna nos estados: https://t.co/3Uq0IVhkjZ #G1 https://t.co/kqKS7A5bhb',Neutro
'Presidente do TSE admite dificuldade para combater fake news https://t.co/gavj7PZT6i https://t.co/yAaeFGXuQv',Neutro
'Entrada de refugiados cai nos EUA sob Trump e ONGs fecham escritórios https://t.co/PUHtxiDC4g',Neutro
'Investigado na China, presidente da Interpol renuncia ao cargo https://t.co/VaUYzEPsmb',Neutro
'‘Pílula de mentira’ pode curar dor nas costas? https://t.co/2YRBgtr1Gj #G1 https://t.co/lHsG16s4T8',Neutro
'Eleitores enfrentam instabilidade no site do TSE e não encontram seção eleitoral https://t.co/PXLYfdXzKR',Neutro
'&gt;@EstadaoPolitica TRE-MG diz que vídeo em que urna se  autocompleta  é falso https://t.co/jBvO0XpgGk',Neutro
'Ciro Gomes vence entre brasileiros votantes em Paris; Haddad é o segundo https://t.co/xd2yE6V38T',Neutro
'O mais “elétrico” salão do Automóvel https://t.co/5m7CkBxPQ2',Neutro
'&gt;@EstadaoPolitica Mourão diz que foi  um idiota  quando falou de  branqueamento da raça  https://t.co/KP7FTH4lw1',Neutro
'Fotos e vídeos de armas em cabines de votação circulam em redes sociais https://t.co/irlkcERVj6 https://t.co/22nTXdbP7R',Neutro
'&gt;@brdezoito Para Kátia Abreu, Ciro Gomes é o único que poderá dialogar e unir o País https://t.co/7XixBhc1cs https://t.co/L0j2L4zs0m',Neutro
'TSE substitui quase mil urnas eletrônicas com problemas em todo o País https://t.co/GEJda7ULPS https://t.co/1Ko2IyKZPA',Neutro
'Haddad e Bolsonaro não terão governabilidade, diz Kátia Abreu https://t.co/T6wRJ0kdVc',Neutro
'Renault vai produzir carro elétrico compacto e acessível https://t.co/Ua77W5Qjov',Neutro
'É #FAKE vídeo em que eleitor seleciona a tecla  1  e aparece automaticamente o candidato Fernando Haddad na urna https://t.co/nO5soRodNC https://t.co/C2xgyvGaIb',Neutro
'Eleitora de 69 anos fica sem votar por falta de acessibilidade:  Mandaram justificar  https://t.co/4GkbJbYe9z #Eleições2018 #G1 https://t.co/I17Uhy70Yu',Neutro
'Eleições 2018: Apuração e boca de urna da disputa; siga ao vivo https://t.co/ojWUrSw5cW',Neutro
'Postos de votação incluem igreja e até pista da balada https://t.co/cKi276Mi14',Neutro
'Monarco se desgarra da Portela para compor canções de amor https://t.co/D7MLF8we7k',Neutro
'Luiz Marinho vota no ABC e diz que confia em mudanças no quadro eleitoral https://t.co/d3RmBPFmKt',Neutro
'Brasil vai as ruas para primeiro turno das eleições https://t.co/Sm0zXzKPTi',Neutro
'Anastasia acredita em segundo turno em Minas Gerais https://t.co/Zqw8Z7A0OF',Neutro
'Prestes a subir no palco, Miúcha relembra passado com Vinicius, Chico e João Gilberto https://t.co/UKP6la7JMT',Neutro
'Eleitores que estiverem na seção até as 17h têm voto garantido no Rio https://t.co/bzCTeX1sCD https://t.co/B7qiNMv4TZ',Neutro
'&gt;@fausto_macedo Flagrante! Motos passam na madrugada de Bragança e despejam santinhos pelas ruas https://t.co/4ITavZkTXt https://t.co/46zm417YYQ',Neutro
'OEA diz que não encontrou nenhuma suspeita de vulnerabilidade de urnas https://t.co/LKzTJOoyAI',Neutro
'Biometria não afeta Guarulhos, segundo maior colégio eleitoral de SP https://t.co/txzZxEhjTu',Neutro
'TSE registra substituição de 964 urnas eletrônicas https://t.co/vLtYlrjaCk',Neutro
'Ao lado de Alckmin, Mara Gabrilli fala em reconstrução do PSDB https://t.co/JziYNZUwkv',Neutro
'Chefe de missão da OEA vê  normalidade  na eleição e diz que urnas eletrônicas são seguras https://t.co/dyih7a84Fl #Eleições2018 #G1',Neutro
'&gt;@EstadaoPolitica TRE substitui 60 urnas eletrônicas no Estado de São Paulo https://t.co/IHwEDRccJC',Neutro
'Missão da OEA diz que não há vulnerabilidade no sistema de votação até o momento https://t.co/Ig1ThoG6kV',Neutro
'&gt;@EstadaoPolitica Ratinho demonstra confiança em vitória já no 1º turno no Paraná https://t.co/o4cXWRJW6J',Neutro
'Vaticano acusa crítico do Papa de  calúnia e difamação . https://t.co/gRywVOCtCD https://t.co/NG4q0vsFCB',Neutro
'Rosa Weber evita se posicionar sobre anulação das eleições por fake news https://t.co/v95vM5mrUw',Neutro
'Equipe do @brdezoito comenta o domingo de eleições no Brasil; acompanhe https://t.co/Y3QaHpYKD0',Neutro
'Capitão do Exército é quinto militar morto em confronto no Rio de Janeiro https://t.co/EvEJRmif3n',Neutro
'&gt;@EstadaoPolitica Filas no Rio são causadas por menos zonas eleitorais e demora do eleitor, diz TRE-RJ https://t.co/UtnLk3AFNX https://t.co/ElNa44ugGC',Neutro
'Rosa Weber diz que TSE está aprendendo a lidar com  fake news  https://t.co/BYCRgY8mLX #Eleições2018 #G1',Neutro
'Líderes nas pesquisas, Eduardo Paes e Romário votam no Rio https://t.co/3UWzaTbC8E',Neutro
'TSE apura imagens e vídeo de eleitores com armas em cima de urnas https://t.co/AJy0SpnZZm',Neutro
'&gt;@fausto_macedo Lula completa seis meses na cadeia da Lava Jato e vê eleição pela TV https://t.co/AKUhPrtVe1 https://t.co/y7BQBMQu5a',Neutro
'Lula pede confiança na democracia:  Ódio não é solução para nada . https://t.co/iwrDPzhzXB https://t.co/IIKHPE6URO',Neutro
'Dia das eleições é data magna de celebração da democracia, diz Rosa Weber https://t.co/HsOfwpaaEL',Neutro
'Total de urnas substituídas no estado do Rio chega a 241 https://t.co/2xj6l4oYjD',Neutro
'&gt;@EstadaoPolitica No TSE, Rosa Weber afirma confiança no sistema de urnas brasileiro https://t.co/TZenrhDsD8',Neutro
'#TVEJA https://t.co/V5aBudzGQS',Neutro
'Prestes a estrear em  Sob Pressão , Marjorie Estiano afirma que a série a fez melhorar como cidadã https://t.co/L6WoYFe0xd',Neutro
'TRE-MT diz que é falso boato de que urna não processa voto para presidente https://t.co/mmyCIkFsB2',Neutro
'.@RevistaEpoca: Na era da internet, o brasileiro viu mais a propaganda eleitoral na TV em 2018. https://t.co/aTzdaT9MG2',Neutro
'&gt;@politica Acompanhe apuração do 1º turno em tempo real a partir das 17h https://t.co/fpu55IWsVn https://t.co/26eCETUw0r',Neutro
'Empresário fotografa urna e alerta para risco de voto de cabresto https://t.co/Wluh682d2W',Neutro
'Vera Lúcia vota e diz que PSTU decide dia 10 quem apoiará no 2º turno https://t.co/ZE3VgTdHnr',Neutro
'Polarização na eleição é destaque na imprensa internacional https://t.co/zB9s8C9gr0',Neutro
'Aviso aos leitores: estamos com novo número para checar fake news. Recebeu algum conteúdo que acredita ser falso? Envie para (0-xx-11 99486-0293) https://t.co/WTb0qaiJLF https://t.co/51kAXVvEJB',Neutro
'AO VIVO: Presidente do TSE evita se posicionar sobre eventual anulação das eleições por fake news https://t.co/6zIxGLMh15 https://t.co/P2nUSDN9Os',Neutro
'Dallagnol, da Lava Jato, alerta sobre perfis fakes com seu nome e foto https://t.co/FbsAjYDr76',Neutro
'Adriane Galisteu, Faustão, Silvia Poppovic e Marina Person votam em São Paulo https://t.co/TnPSSPSzzT #Eleições2018 https://t.co/UuhubYOShT',Neutro
'Resultado oficial de votação no exterior começa a ser divulgado às 19h https://t.co/G9EvowAOih #Eleições2018 https://t.co/cLcCFAHcZK',Neutro
'São Gonçalo tem excesso de lixo nas ruas e campanha eleitoral irregular, nas primeiras horas de votação. https://t.co/7LY0QbgPpv https://t.co/LyPEmL7Etn',Neutro
'&gt;@brdezoito Haddad preferido por alckmistas no 2º turno https://t.co/X6sjam2yBG https://t.co/1fG3clyPKa',Neutro
'Sem citar Bolsonaro, Dilma diz que ódio compromete a democracia https://t.co/skmnPKuzr5',Neutro
'TSE apura imagens e vídeo de eleitores com armas em cima de urnas https://t.co/3SP4GEnc4G',Neutro
'PF intensifica vigilância nas redes sociais para monitorar eventuais ameaças a candidatos à Presidência https://t.co/w41pjLVby6 #Eleições2018 #G1',Neutro
'TRE de Minas Gerais divulga vídeo afirmando que erro em urna é falso https://t.co/zPs4Yrj0LS',Neutro
'Reformas ficam em 2º plano em eleição dominada por temas morais https://t.co/OmgGVkQLrM',Neutro
'&gt;@EstadaoPolitica Operação Eleições 2018: 175 já foram detidos neste domingo https://t.co/mCcudzYyWm',Neutro
'Operação eleições 2018: 175 pessoas já foram detidas em todo Brasil https://t.co/Wc0K7k2KrT',Neutro
'Nos bastidores, aliados se dividem sobre postura de Haddad em 2º turno https://t.co/3TnTSeixkj',Neutro
'&gt;@EstadaoPolitica  Ainda não foi registrada nenhuma demanda judicial , diz ministra do AGU https://t.co/WuCv2NVW3V',Neutro
'Marinha alerta para forte ventania no litoral do Rio. https://t.co/OLmjMj6NCn https://t.co/g0lvmQ74dz',Neutro
'Diretor da Interpol está sob investigação, afirma China https://t.co/V1YqpGDCbw',Neutro
' Estadão Discute  especial: acompanhe a cobertura completa das eleições 2018 https://t.co/Nmn1H8h25P',Neutro
'Eleitores da Rocinha esperam até duas horas para escolher candidatos https://t.co/SqVXQ3XlGb',Neutro
'Ao votar no Acre, Marina diz que tem ‘o melhor a oferecer ao país’. https://t.co/ielbfT5KVB https://t.co/QVztvdGLsX',Neutro
'Justiça Eleitoral: Vídeo de urna que “auto completa” voto é falso https://t.co/1yVQ82IXQh',Neutro
'Governador da BA Rui Costa (PT) vota após 1h16 minutos de espera https://t.co/eX7iiLYxOh',Neutro
'Na Wikipédia, edições sobre candidatos à Presidência viram  campo de batalha  eleitoral https://t.co/52aSGo9pPo #Eleições2018 #G1 https://t.co/rG4g8cCKae',Neutro
'Acidente de carro deixa 20 mortos em Nova York, diz mídia local https://t.co/3kpMo7zJCq',Neutro
'Doria, Skaf e França valorizam papel dos eleitores paulistas nesta eleição https://t.co/MJKZIVCf1W',Neutro
'&gt;@EstadaoPolitica Eduardo Bolsonaro sugere que eleitores registrem votos; atitude é considerada crime https://t.co/T7KyZdfKXi',Neutro
'João Amoêdo afirma que partido ainda irá discutir apoio no segundo turno. https://t.co/vKjJzBUEeU https://t.co/XAtJr3hr3c',Neutro
'Jornalistas sofrem 130 agressões relacionadas à política e às eleições https://t.co/s7F7kyt33O',Neutro
'&gt;@EstadaoPolitica TSE apura imagens e vídeo de eleitores com armas em cima de urnas eletrônicas https://t.co/OBwJQsWgCy https://t.co/o2vGdYVXey',Neutro
'Ministro reafirma confiança nas urnas, mas filhos de Bolsonaro suspeitam https://t.co/5Rpb7eefli',Neutro
'Daciolo ajuda cadeirante e diz que vai para monte comemorar vitória https://t.co/BUCtBWjI7n',Neutro
'Uso de dados da biometria forma longas filas para votar no Rio https://t.co/eVgdETPftD',Neutro
'Mesária é detida no Paraná após espalhar informação falsa de que urna teria votos na memória https://t.co/3pnUOWVL8p',Neutro
'&gt;@EstadaoPolitica Ceará deve reeleger Camilo, o petista dos irmãos Gomes https://t.co/lplGF99bXm',Neutro
'Desde cedo brasileiros fazem fila para votar em Lisboa. https://t.co/CFZuw8VwWp https://t.co/rVrWYuV2fk',Neutro
'Autoridades registram 196 crimes eleitorais até as 12h de hoje https://t.co/8bAPittL9Q',Neutro
'Validação de biometria forma longas filas em locais de votação do Rio. https://t.co/NeOKf0ILx8 https://t.co/cxm3LrqjWu',Neutro
'Novidade na eleição, biometria causa filas em locais de votos pelo país https://t.co/RbaydF1gbl',Neutro
'&gt;@EstadaoPolitica De boates a lojas maçônicas, conheça os locais de votação do Brasil https://t.co/MadEnlZRa3 https://t.co/BGiyLLZaT4',Neutro
'Após votar, Haddad fica em casa com familiares https://t.co/KOGhOuYjQ2',Neutro
'Rodrigo Maia diz que Alckmin ‘ficou para trás’ e aposta agora em Bolsonaro https://t.co/3Jci0Y6cmr',Neutro
'Márcio França diz ter votado em Alckmin “com orgulho” e critica Doria https://t.co/QkfTyD0J0o',Neutro
'Estado do Rio tem 159 urnas substituídas em pouco mais de duas horas de votação. https://t.co/morWToCP12 https://t.co/1pX6RTPkKh',Neutro
'&gt;@EstadaoPolitica Fernando Henrique Cardoso declara votos a candidatos do PSDB através das redes sociais https://t.co/RdaweBTGgf',Neutro
'Bruno Covas pede que eleitores “deixem o fígado de lado” https://t.co/4s9LiTFXJU',Neutro
'Fiscais do PSL questionam urnas e atrasam votação na Rocinha https://t.co/5VR2dSyeQu #Eleições2018 https://t.co/x6tk518ZP2',Neutro
'Brasil não pode ir pelo caminho da violência política, diz Marina Silva ao votar no Acre https://t.co/JWC2SP1Jjp',Neutro
'Paulo Guedes diz que Brasil tem uma  democracia emergente  https://t.co/WUnTXhDXhw',Neutro
'Quase 40 mil brasileiros vão às urnas em Portugal https://t.co/aNGlxyOaI7 #Eleições2018 https://t.co/qCCzWuijyn',Neutro
'Rodrigo Maia diz que Alckmin ficou para trás e aposta em Bolsonaro https://t.co/oyP9BoWW01',Neutro
'Operação Eleições 2018 registra 196 crimes eleitorais até as 12h https://t.co/joRiziDHs9',Neutro
'Apesar da volatilidade, valor das ações mantém Bolsa do país atrativa https://t.co/PFmapVPQ6m',Neutro
'Acidente com limusine deixa 20 mortos nos EUA https://t.co/NT8BRCmVjF #G1',Neutro
'Após votar, Dias Toffoli ressalta crença dos brasileiros na democracia https://t.co/v041NEXxpq',Neutro
'&gt;@fausto_macedo Operação Eleições 2018: 196 crimes eleitorais até 12h https://t.co/1UDcWYDiQe https://t.co/7RWKfNl9Fj',Neutro
'Manuela critica notícias falsas e cobra participação de Bolsonaro em debate. https://t.co/2S3OlUhr1K https://t.co/SA5KXOoYZw',Neutro
'Com Bíblia nas mãos, Daciolo vota no Recreio dos Bandeirantes https://t.co/XxTTJcT8ok',Neutro
'Angélica leva mais de uma hora na fila para votar no Rio https://t.co/dmFFkU1KsY #Eleições2018 https://t.co/NwheYSyz27',Neutro
'Alvaro Dias vota no Paraná https://t.co/aXTqHsdmAr #Eleições2018 #G1 https://t.co/bB5ffWSzEd',Neutro
'Policiais federais usam camiseta especial para defender voto em Bolsonaro https://t.co/yaWdNVxvmC',Neutro
'Mesária é detida no PR após espalhar informação falsa sobre suposta fraude em urna https://t.co/nTqvYVWpgT #Eleições2018 https://t.co/YgtCxuzPjy',Neutro
'Donos levam cães para protesto contra o Brexit em Londres https://t.co/fAKP7rWSr3 #G1 https://t.co/rhBERhWQhx',Neutro
'Após auditoria da Justiça Eleitoral, ministro reitera confiança na urna https://t.co/yTsmAYYXbS',Neutro
'Técnico de atletismo é suspeito de abusar sexualmente de adolescentes em SP https://t.co/0sBQ5HwjRg',Neutro
'Filho de Bolsonaro pede para eleitores fotografarem urnas com problemas; prática é crime https://t.co/rzkD1SC3gC #Eleições2018 https://t.co/olxXoKsDYc',Neutro
'Twitter de Lula celebra voto de Haddad; FHC e Temer também se manifestam https://t.co/vEHAqZHHzQ',Neutro
'&gt;@EstadaoPolitica TSE substitui 310 urnas eletrônicas com problemas em todo o País https://t.co/6YLGIvR3t6',Neutro
'Presidente do STF aguarda uma hora na fila para votar https://t.co/fzutru4u22',Neutro
'Brasil não pode ir pelo caminho da violência política, diz Marina Silva ao votar no Acre https://t.co/wv3KVpA0Tv #Eleições2018 https://t.co/V81EaYtfqC',Neutro
'TSE: 3 pessoas são presas hoje por ocorrências eleitorais https://t.co/Ud8ot4ZYHr',Neutro
'Ciro irá bem, mas não ameaça vaga de Haddad no 2º turno, avalia Eurasia https://t.co/fHzX1o5BdA',Neutro
'TSE: Imagens de boletins de urnas no exterior não indicam resultado total https://t.co/7e77VsUwM3',Neutro
'Eleitores enfrentam uma hora de fila para votar no centro-sul de Belo Horizonte #Eleições2018 https://t.co/izLeyLRKH8 https://t.co/SsnHlIbeZ6',Neutro
'Número de brasileiros que se inscreveram para votar em Washington supera o de 2014. https://t.co/mHbXUHVL5a https://t.co/lVvuMfIef0',Neutro
'&gt;@EstadaoPolitica Rio vai ao voto em campanha judicializada https://t.co/dsbPoYaJXE',Neutro
'Eleitor do RJ reclama de filas pelo uso de dados biométricos do Detran https://t.co/aLiwaIZwo4',Neutro
'‘Precisamos entender as ideias de Bolsonaro’, diz Amoêdo sobre apoio no 2º turno https://t.co/A4hgow1axA https://t.co/j5TluBMciN',Neutro
'Marina Silva desconversa sobre apoio em 2º turno https://t.co/69Z6m9uemy',Neutro
'Após votar, Marina diz que pesquisas não decidem rumo do país https://t.co/p4TkxDLakC',Neutro
'AO VIVO: Cabo Daciolo votou no Rio de Janeiro; acompanhe https://t.co/6zIxGLuFCv https://t.co/2nCYzrTz9r',Neutro
'O que é o blecaute alcoólico e por que é tão perigoso https://t.co/2GNpzL4hIE #G1 https://t.co/NOQLFHYClH',Neutro
'Amoêdo nega apoio ao PT em 2º turno e diz que avaliará apoio a Bolsonaro https://t.co/eXFrCSz4Km',Neutro
'Maria Bethânia e Fernanda Torres votam em escola no Rio https://t.co/VswuiZMK32 https://t.co/mdAxrTHXZ6',Neutro
'AO VIVO: Marina Silva votou no Acre; acompanhe https://t.co/6zIxGLuFCv https://t.co/IK4a39HWFo',Neutro
'Alckmin defende democracia e liberdade depois de votar em SP. https://t.co/47wlBTcNGe https://t.co/E0NH4Mm24Y',Neutro
'Jornalista colombiana é perseguida por escândalo Odebrecht https://t.co/ApTXiRSPHv',Neutro
'Em MT, Exército é recebido a flechadas em aldeia e índio é preso com 70 títulos de eleitor https://t.co/pg6RPuNnRx #Eleições2018 #G1',Neutro
'Em Portugal, 27% a mais de brasileiros vão às urnas neste domingo. https://t.co/KlUyM56glK https://t.co/ZAtADKLgea',Neutro
'&gt;@EstadaoPolitica Rodrigo Maia diz que  infelizmente  Alckmin ficou para trás e aposta em Bolsonaro https://t.co/Wl0owDNuDP',Neutro
'Homem tem título de eleitor cancelado em Guarulhos por preguiça de cadastro digital https://t.co/jQhMiU4cg6 #Eleições2018 https://t.co/LkfhnOGxhX',Neutro
'Kátia Abreu diz que ficará neutra em um segundo turno sem Ciro Gomes https://t.co/FMYFdJnqPn #Eleições2018 https://t.co/8JUr4N51hq',Neutro
'Estudo genético mapeia história da migração e da cultura chinesa https://t.co/ePCdslHhG2',Neutro
'&gt;@fausto_macedo Em São Paulo, Justiça troca 30 urnas com falhas nas primeiras duas horas de votação https://t.co/3JMMCZDwnm',Neutro
'Famosos votam no 1º turno em todo o Brasil https://t.co/NtsS58KjKo #Eleições2018 #G1 https://t.co/pKKqPyOeiy',Neutro
'Alckmin vota em SP e se diz ‘confiante’ para chegar ao 2º turno https://t.co/c9ee5fjL1O',Neutro
'Com fãs fiéis e som pesadíssimo, metal extremo movimenta cena paulistana https://t.co/c0mUUiAfLp',Neutro
'Depois de votar, presidente do TSE deseja eleição tranquila https://t.co/ZZfWCQOx4w',Neutro
'Site e aplicativo do TSE registram instabilidade https://t.co/gnFGdoCZ8H',Neutro
'Amoêdo nega apoio ao PT em 2º turno e diz avalia pauta de Bolsonaro https://t.co/KiHTBLceoK',Neutro
'Daciolo diz que aguardará resultado orando no monte. https://t.co/xYMMwnvscv https://t.co/pV4dUcl8Uq',Neutro
'&gt;@EstadaoPolitica Tudo o que você precisa saber sobre o dia da votação https://t.co/0RNeTt0NRD https://t.co/Zwim4ZLjDz',Neutro
'João Goulart Filho diz que decidirá apoio do segundo turno no dia 9 https://t.co/gqYjXcCtGb',Neutro
'310 urnas com defeito são substituídas nas duas primeiras horas de votação https://t.co/riAZQ31LuD',Neutro
'Em 2h de votação, 310 urnas eletrônicas foram substituídas https://t.co/NINajhf8qX',Neutro
'Em Guarulhos, ruas de zonas eleitorais são cobertas por santinhos https://t.co/hrHAsPkjaG #Eleições2018 https://t.co/DYrD6EjV9C',Neutro
'Marina Silva vota em Rio Branco https://t.co/1yaTuVznU6 #Eleições2018 #G1',Neutro
'“Hoje é o dia maior da democracia”, diz Alckmin após votar em SP https://t.co/2u77Qdvjgp',Neutro
'&gt;@EstadaoPolitica Resultados de urnas no exterior em 16 países já são conhecidos https://t.co/lLGasa2onC',Neutro
'R.R. Soares faz pesquisa de intenção de votos entre fiéis em culto evangélico. https://t.co/8KbHaYVAaP https://t.co/xqUhlgzjUK',Neutro
'José Maria Eymael vota em SP e diz que DC está concentrada no 1º turno https://t.co/gTzuh9LhTC #Eleições2018 #G1 https://t.co/gHX9ecYUN9',Neutro
' A vitória de quem quer que seja não define o Brasil , diz Dilma sobre Bolsonaro #Eleições2018 https://t.co/SHBPEe5Oft https://t.co/K6ol63Pru2',Neutro
'Ciro critica Bolsonaro e chama de arrogante quem comemora vitória antes da hora https://t.co/LOtR6DiYnu',Neutro
'Cabo Daciolo vota e ajuda cadeirante a descer escada. https://t.co/GJ9ou125VP https://t.co/N1MnnaPOCr',Neutro
'Com imprensa barrada na porta, Paes vota em clube de golfe em São Conrado. https://t.co/7M5t1JNP3L https://t.co/QiXr08wvyO',Neutro
'Após votar, Alvaro Dias diz que campanhas eleitorais são injustas https://t.co/aDvW99pyW0',Neutro
'310 urnas foram substituídas até as 10h, informa TSE. Acompanhe a cobertura ao vivo: https://t.co/7sMxXoD1sZ #Eleições2018 https://t.co/iBqAwqSXQW',Neutro
'&gt;@EstadaoPolitica Guilherme Boulos:  Ungido  por Lula busca seu espaço https://t.co/UdQyMedzYK',Neutro
'Sistema fica parado por 30 minutos na Rocinha, no Rio, no início da votação. https://t.co/38OZ53ck9x https://t.co/pkTWAeHR4J',Neutro
'Alckmin vota e fala em esperança no Brasil https://t.co/6cW43ZXqly #Eleições2018 https://t.co/hnfkSnvZsy',Neutro
'Amoêdo vota no RJ e diz que partido decidirá apoio no 2º turno https://t.co/uRT8NkHf4m #Eleições2018 #G1 https://t.co/f3f3bL2HE3',Neutro
